Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2006","2006","100 g/ha","20345"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2007","2007","100 g/ha","20345"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2008","2008","100 g/ha","20345"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2009","2009","100 g/ha","20169"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2010","2010","100 g/ha","20114"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2011","2011","100 g/ha","16680"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2012","2012","100 g/ha","20048"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2013","2013","100 g/ha","20051"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2014","2014","100 g/ha","20052"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2015","2015","100 g/ha","7207"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2016","2016","100 g/ha","8907"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2017","2017","100 g/ha","8822"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2018","2018","100 g/ha","140994"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2019","2019","100 g/ha","142966"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2020","2020","100 g/ha","140000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2021","2021","100 g/ha","139847"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01460","Coconuts, in shell","2022","2022","100 g/ha","139641"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","1995","1995","100 g/ha","1250"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","1996","1996","100 g/ha","1318"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","1997","1997","100 g/ha","1423"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","1998","1998","100 g/ha","2059"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","1999","1999","100 g/ha","1625"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2000","2000","100 g/ha","2293"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2001","2001","100 g/ha","2099"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2002","2002","100 g/ha","2332"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2003","2003","100 g/ha","2461"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2004","2004","100 g/ha","2357"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2005","2005","100 g/ha","2319"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2006","2006","100 g/ha","2335"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2007","2007","100 g/ha","3297"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2008","2008","100 g/ha","3344"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2009","2009","100 g/ha","1750"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2010","2010","100 g/ha","1861"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2011","2011","100 g/ha","2295"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2012","2012","100 g/ha","2388"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2013","2013","100 g/ha","2091"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2014","2014","100 g/ha","2250"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2015","2015","100 g/ha","1947"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2016","2016","100 g/ha","2032"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2017","2017","100 g/ha","1761"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2018","2018","100 g/ha","1936"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2019","2019","100 g/ha","1920"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2020","2020","100 g/ha","1261"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2021","2021","100 g/ha","1338"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01610","Coffee, green","2022","2022","100 g/ha","1061"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1990","1990","100 g/ha","49826"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1991","1991","100 g/ha","49823"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1992","1992","100 g/ha","50357"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1993","1993","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1994","1994","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1995","1995","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1996","1996","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1997","1997","100 g/ha","50002"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1998","1998","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1999","1999","100 g/ha","50033"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2000","2000","100 g/ha","50048"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2001","2001","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2002","2002","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2003","2003","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2004","2004","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2005","2005","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2006","2006","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2007","2007","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2008","2008","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2009","2009","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2010","2010","100 g/ha","50498"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2011","2011","100 g/ha","50968"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2012","2012","100 g/ha","52000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2013","2013","100 g/ha","51667"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2014","2014","100 g/ha","51280"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2015","2015","100 g/ha","51338"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2016","2016","100 g/ha","51426"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2017","2017","100 g/ha","51467"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2018","2018","100 g/ha","51537"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2019","2019","100 g/ha","51636"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","100 g/ha","51754"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2021","2021","100 g/ha","51833"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","100 g/ha","51912"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","1990","1990","100 g/ha","93750"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","1991","1991","100 g/ha","95238"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","1992","1992","100 g/ha","93750"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","1993","1993","100 g/ha","94340"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","1994","1994","100 g/ha","94458"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","1995","1995","100 g/ha","94828"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","1996","1996","100 g/ha","93750"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","1997","1997","100 g/ha","94951"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","1998","1998","100 g/ha","92508"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","1999","1999","100 g/ha","92732"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2000","2000","100 g/ha","90202"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2001","2001","100 g/ha","94201"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2002","2002","100 g/ha","95668"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2003","2003","100 g/ha","127298"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2004","2004","100 g/ha","128000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2005","2005","100 g/ha","128500"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2006","2006","100 g/ha","118668"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2007","2007","100 g/ha","122000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2008","2008","100 g/ha","115065"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2009","2009","100 g/ha","113011"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2010","2010","100 g/ha","116839"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2011","2011","100 g/ha","113353"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2012","2012","100 g/ha","125991"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2013","2013","100 g/ha","121301"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2014","2014","100 g/ha","113991"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2015","2015","100 g/ha","101801"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2016","2016","100 g/ha","124314"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2017","2017","100 g/ha","123405"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2018","2018","100 g/ha","123478"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2019","2019","100 g/ha","134426"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2020","2020","100 g/ha","127211"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2021","2021","100 g/ha","127422"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01657","Ginger, raw","2022","2022","100 g/ha","128253"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","1998","1998","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","1999","1999","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2000","2000","100 g/ha","50000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2001","2001","100 g/ha","51327"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2002","2002","100 g/ha","52201"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2003","2003","100 g/ha","58998"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2004","2004","100 g/ha","69236"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2005","2005","100 g/ha","69200"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2006","2006","100 g/ha","68783"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2007","2007","100 g/ha","63063"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2008","2008","100 g/ha","70011"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2009","2009","100 g/ha","68122"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2010","2010","100 g/ha","73373"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2011","2011","100 g/ha","71337"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2012","2012","100 g/ha","68736"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2013","2013","100 g/ha","69033"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2014","2014","100 g/ha","68557"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2015","2015","100 g/ha","62822"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2016","2016","100 g/ha","66785"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2017","2017","100 g/ha","69819"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2018","2018","100 g/ha","70000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2019","2019","100 g/ha","71141"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2020","2020","100 g/ha","72517"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2021","2021","100 g/ha","74352"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01252","Green garlic","2022","2022","100 g/ha","75192"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","1990","1990","100 g/ha","12347"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","1991","1991","100 g/ha","11429"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","1992","1992","100 g/ha","12667"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","1993","1993","100 g/ha","11111"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","1994","1994","100 g/ha","12222"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","1995","1995","100 g/ha","12994"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","1996","1996","100 g/ha","13408"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","1997","1997","100 g/ha","12727"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","1998","1998","100 g/ha","12674"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","1999","1999","100 g/ha","13015"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2000","2000","100 g/ha","10440"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2001","2001","100 g/ha","14520"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2002","2002","100 g/ha","14494"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2003","2003","100 g/ha","14375"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2004","2004","100 g/ha","14326"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2005","2005","100 g/ha","14500"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2006","2006","100 g/ha","14280"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2007","2007","100 g/ha","14340"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2008","2008","100 g/ha","14657"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2009","2009","100 g/ha","15121"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2010","2010","100 g/ha","16000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2011","2011","100 g/ha","13655"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2012","2012","100 g/ha","13685"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2013","2013","100 g/ha","13717"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2014","2014","100 g/ha","13119"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2015","2015","100 g/ha","14520"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2016","2016","100 g/ha","14521"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2017","2017","100 g/ha","14517"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2018","2018","100 g/ha","14669"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2019","2019","100 g/ha","14890"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2020","2020","100 g/ha","13455"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2021","2021","100 g/ha","14094"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01922.01","Jute, raw or retted","2022","2022","100 g/ha","14200"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","1990","1990","100 g/ha","76471"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","1991","1991","100 g/ha","75849"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","1992","1992","100 g/ha","80399"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","1993","1993","100 g/ha","75862"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","1994","1994","100 g/ha","120844"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","1995","1995","100 g/ha","114141"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","1996","1996","100 g/ha","73171"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","1997","1997","100 g/ha","85106"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","1998","1998","100 g/ha","80952"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","1999","1999","100 g/ha","81111"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2000","2000","100 g/ha","55385"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2001","2001","100 g/ha","81250"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2002","2002","100 g/ha","72000"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2003","2003","100 g/ha","76471"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2004","2004","100 g/ha","78895"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2005","2005","100 g/ha","79757"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2006","2006","100 g/ha","79997"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2007","2007","100 g/ha","83060"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2008","2008","100 g/ha","79711"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2009","2009","100 g/ha","66373"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2010","2010","100 g/ha","80985"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2011","2011","100 g/ha","75964"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2012","2012","100 g/ha","76960"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2013","2013","100 g/ha","73855"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2014","2014","100 g/ha","71164"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2015","2015","100 g/ha","69010"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2016","2016","100 g/ha","71767"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2017","2017","100 g/ha","72002"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2018","2018","100 g/ha","69093"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2019","2019","100 g/ha","71269"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2020","2020","100 g/ha","83531"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2021","2021","100 g/ha","76892"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01322","Lemons and limes","2022","2022","100 g/ha","70012"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","1990","1990","100 g/ha","6252"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","1991","1991","100 g/ha","6111"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","1992","1992","100 g/ha","6089"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","1993","1993","100 g/ha","6404"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","1994","1994","100 g/ha","6368"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","1995","1995","100 g/ha","6761"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","1996","1996","100 g/ha","7494"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","1997","1997","100 g/ha","7861"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","1998","1998","100 g/ha","6991"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","1999","1999","100 g/ha","7577"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2000","2000","100 g/ha","7599"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2001","2001","100 g/ha","8007"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2002","2002","100 g/ha","8234"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2003","2003","100 g/ha","8182"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2004","2004","100 g/ha","8468"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2005","2005","100 g/ha","8508"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2006","2006","100 g/ha","8624"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2007","2007","100 g/ha","8706"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2008","2008","100 g/ha","8504"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2009","2009","100 g/ha","8037"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2010","2010","100 g/ha","8096"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2011","2011","100 g/ha","9965"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2012","2012","100 g/ha","10028"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2013","2013","100 g/ha","10988"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2014","2014","100 g/ha","11014"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2015","2015","100 g/ha","11126"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2016","2016","100 g/ha","12287"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2017","2017","100 g/ha","12287"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2018","2018","100 g/ha","12562"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2019","2019","100 g/ha","12032"
"QCL","Crops and livestock products","524","Nepal","5419","Yield","01704","Lentils, dry","2020","2020","100 g/ha","12347"
